manufacturer,model,generation_country,generation_name,generation_url,generation_img_url,generation_date_start,generation_date_end,generation_body,engine_volume,engine_hp,fuel_type,transmission_type,drive,feature
Subaru,Forester,Модельный ряд для России,3 поколение,https://www.drom.ru/catalog/subaru/forester/g_2007_1019/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695237.jpg,2007,2010,Джип/SUV 5 дв.,2.5,172,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,3 поколение,https://www.drom.ru/catalog/subaru/forester/g_2007_1019/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695237.jpg,2007,2010,Джип/SUV 5 дв.,2.5,230,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,3 поколение,https://www.drom.ru/catalog/subaru/forester/g_2007_1019/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695237.jpg,2007,2010,Джип/SUV 5 дв.,2.5,230,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"2 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2005_930/,https://s.auto.drom.ru/i24195/c/photos/fullsize/subaru/forester/gen473_subaru_forester_385820.jpg,2005,2008,Джип/SUV 5 дв.,2.0,158,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"2 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2005_930/,https://s.auto.drom.ru/i24195/c/photos/fullsize/subaru/forester/gen473_subaru_forester_385820.jpg,2005,2008,Джип/SUV 5 дв.,2.0,158,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"2 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2005_930/,https://s.auto.drom.ru/i24195/c/photos/fullsize/subaru/forester/gen473_subaru_forester_385820.jpg,2005,2008,Джип/SUV 5 дв.,2.5,230,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"2 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2005_930/,https://s.auto.drom.ru/i24195/c/photos/fullsize/subaru/forester/gen473_subaru_forester_385820.jpg,2005,2008,Джип/SUV 5 дв.,2.5,230,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,2 поколение,https://www.drom.ru/catalog/subaru/forester/g_2002_5101/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_532579.jpg,2002,2005,Джип/SUV 5 дв.,2.0,125,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,2 поколение,https://www.drom.ru/catalog/subaru/forester/g_2002_5101/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_532579.jpg,2002,2005,Джип/SUV 5 дв.,2.0,125,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,2 поколение,https://www.drom.ru/catalog/subaru/forester/g_2002_5101/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_532579.jpg,2002,2005,Джип/SUV 5 дв.,2.0,177,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,2 поколение,https://www.drom.ru/catalog/subaru/forester/g_2002_5101/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_532579.jpg,2002,2005,Джип/SUV 5 дв.,2.0,177,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,2 поколение,https://www.drom.ru/catalog/subaru/forester/g_2002_5101/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_532579.jpg,2002,2005,Джип/SUV 5 дв.,2.5,210,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2000_5093/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_532598.jpg,2000,2002,Джип/SUV 5 дв.,2.0,125,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2000_5093/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_532598.jpg,2000,2002,Джип/SUV 5 дв.,2.0,125,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2000_5093/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_532598.jpg,2000,2002,Джип/SUV 5 дв.,2.0,177,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2000_5093/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_532598.jpg,2000,2002,Джип/SUV 5 дв.,2.0,177,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,1 поколение,https://www.drom.ru/catalog/subaru/forester/g_1997_6082/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_561979.jpg,1997,2000,Джип/SUV 5 дв.,2.0,122,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,1 поколение,https://www.drom.ru/catalog/subaru/forester/g_1997_6082/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_561979.jpg,1997,2000,Джип/SUV 5 дв.,2.0,122,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,1 поколение,https://www.drom.ru/catalog/subaru/forester/g_1997_6082/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_561979.jpg,1997,2000,Джип/SUV 5 дв.,2.0,125,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,1 поколение,https://www.drom.ru/catalog/subaru/forester/g_1997_6082/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_561979.jpg,1997,2000,Джип/SUV 5 дв.,2.0,125,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,1 поколение,https://www.drom.ru/catalog/subaru/forester/g_1997_6082/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_561979.jpg,1997,2000,Джип/SUV 5 дв.,2.0,170,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,1 поколение,https://www.drom.ru/catalog/subaru/forester/g_1997_6082/,https://s.auto.drom.ru/i24198/c/photos/fullsize/subaru/forester/gen473_subaru_forester_561979.jpg,1997,2000,Джип/SUV 5 дв.,2.0,170,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2021_13560/,https://s.auto.drom.ru/i24258/c/photos/fullsize/subaru/forester/gen473_subaru_forester_1015602.jpg,2021,2023,"Джип/SUV 5 дв., Гибрид",1.8,177,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2021_13560/,https://s.auto.drom.ru/i24258/c/photos/fullsize/subaru/forester/gen473_subaru_forester_1015602.jpg,2021,2023,"Джип/SUV 5 дв., Гибрид",2.0,145,бензин,вариатор (CVT),полный привод (4WD),гибрид
Subaru,Forester,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/subaru/forester/g_2018_8384/,https://s.auto.drom.ru/i24221/c/photos/fullsize/subaru/forester/gen473_subaru_forester_813673.jpg,2018,2021,"Джип/SUV 5 дв., Гибрид",1.8,177,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/subaru/forester/g_2018_8384/,https://s.auto.drom.ru/i24221/c/photos/fullsize/subaru/forester/gen473_subaru_forester_813673.jpg,2018,2021,"Джип/SUV 5 дв., Гибрид",2.0,145,бензин,вариатор (CVT),полный привод (4WD),гибрид
Subaru,Forester,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/subaru/forester/g_2018_8384/,https://s.auto.drom.ru/i24221/c/photos/fullsize/subaru/forester/gen473_subaru_forester_813673.jpg,2018,2021,"Джип/SUV 5 дв., Гибрид",2.5,184,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"4 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2015_4122/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695238.jpg,2015,2018,Джип/SUV 5 дв.,2.0,148,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"4 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2015_4122/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695238.jpg,2015,2018,Джип/SUV 5 дв.,2.0,148,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"4 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2015_4122/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695238.jpg,2015,2018,Джип/SUV 5 дв.,2.0,280,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,4 поколение,https://www.drom.ru/catalog/subaru/forester/g_2012_1939/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695239.jpg,2012,2015,Джип/SUV 5 дв.,2.0,148,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,4 поколение,https://www.drom.ru/catalog/subaru/forester/g_2012_1939/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695239.jpg,2012,2015,Джип/SUV 5 дв.,2.0,148,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,4 поколение,https://www.drom.ru/catalog/subaru/forester/g_2012_1939/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695239.jpg,2012,2015,Джип/SUV 5 дв.,2.0,280,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4123/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_374534.jpg,2010,2012,Джип/SUV 5 дв.,2.0,230,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4123/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_374534.jpg,2010,2012,Джип/SUV 5 дв.,2.0,230,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4123/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_374534.jpg,2010,2012,Джип/SUV 5 дв.,2.0,148,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4123/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_374534.jpg,2010,2012,Джип/SUV 5 дв.,2.0,148,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4123/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_374534.jpg,2010,2012,Джип/SUV 5 дв.,2.5,263,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,3 поколение,https://www.drom.ru/catalog/subaru/forester/g_2007_1223/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/subaru/forester/gen473_subaru_forester_22386.jpg,2007,2010,Джип/SUV 5 дв.,2.0,148,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,3 поколение,https://www.drom.ru/catalog/subaru/forester/g_2007_1223/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/subaru/forester/gen473_subaru_forester_22386.jpg,2007,2010,Джип/SUV 5 дв.,2.0,148,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,3 поколение,https://www.drom.ru/catalog/subaru/forester/g_2007_1223/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/subaru/forester/gen473_subaru_forester_22386.jpg,2007,2010,Джип/SUV 5 дв.,2.0,230,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,3 поколение,https://www.drom.ru/catalog/subaru/forester/g_2007_1223/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/subaru/forester/gen473_subaru_forester_22386.jpg,2007,2010,Джип/SUV 5 дв.,2.0,230,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2005_4126/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_377264.jpg,2005,2007,Джип/SUV 5 дв.,2.0,140,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2005_4126/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_377264.jpg,2005,2007,Джип/SUV 5 дв.,2.0,140,бензин,АКПП,полный привод (4WD),
